"id","product_id","spec_category","spec_name","spec_value","has_more_info","more_info_text"
"404","35","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"405","35","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"406","35","General","Quality","So high","False","null"
"407","35","General","Multicolor Options","Yes","False","null"
"408","35","General","Lifespan","~12 years","True","Estimated."
"409","35","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"410","35","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"411","35","Other","UPC","600662538765","False","null"
"412","36","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"413","36","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"414","36","Key Specs","Invisibility","Yes","False","null"
"415","36","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"416","36","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"417","36","General","Multicolor Options","Yes","False","null"
"418","36","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"419","36","General","Gold","Made of solid gold.","False","null"
"420","36","General","Manufactured in USA","Ya darn tootin!","False","null"
"421","36","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"422","36","General","Lifespan","~12 years","True","Estimated."
"423","36","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"424","36","Other","UPC","600662538765","False","null"
"425","37","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"426","37","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"427","37","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"428","37","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"429","37","Key Specs","Horsepower","180","False","null"
"430","37","Key Specs","Invisibility","Yes","False","null"
"431","37","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"432","37","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"433","37","General","Quality","So high","False","null"
"434","37","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"435","37","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"436","37","Other","UPC","600662538765","False","null"
"437","38","Key Specs","Horsepower","180","False","null"
"438","38","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"439","38","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"440","38","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"441","38","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"442","38","General","Gold","Made of solid gold.","False","null"
"443","38","General","Manufactured in USA","Ya darn tootin!","False","null"
"444","38","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"445","38","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"446","38","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"447","38","Other","UPC","600662538765","False","null"
"448","39","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"449","39","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"450","39","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"451","39","Key Specs","Horsepower","180","False","null"
"452","39","General","Manufactured in USA","Ya darn tootin!","False","null"
"453","39","General","Size","Biggish","False","null"
"454","39","General","Gold","Made of solid gold.","False","null"
"455","39","General","Lifespan","~12 years","True","Estimated."
"456","39","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"457","39","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"458","39","Other","UPC","600662538765","False","null"
"459","40","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"460","40","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"461","40","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"462","40","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"463","40","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"464","40","General","Gold","Made of solid gold.","False","null"
"465","40","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"466","40","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"467","40","Other","UPC","600662538765","False","null"
"468","41","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"469","41","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"470","41","Key Specs","Invisibility","Yes","False","null"
"471","41","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"472","41","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"473","41","General","Lifespan","~12 years","True","Estimated."
"474","41","General","Manufactured in USA","Ya darn tootin!","False","null"
"475","41","General","Size","Biggish","False","null"
"476","41","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"477","41","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"478","41","Other","UPC","600662538765","False","null"
"479","42","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"480","42","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"481","42","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"482","42","Key Specs","Horsepower","180","False","null"
"483","42","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"484","42","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"485","42","General","Size","Biggish","False","null"
"486","42","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"487","42","General","Multicolor Options","Yes","False","null"
"488","42","General","Manufactured in USA","Ya darn tootin!","False","null"
"489","42","General","Lifespan","~12 years","True","Estimated."
"490","42","General","Quality","So high","False","null"
"491","42","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"492","42","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"493","42","Other","UPC","600662538765","False","null"
"494","43","Key Specs","Horsepower","180","False","null"
"495","43","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"496","43","Key Specs","Invisibility","Yes","False","null"
"497","43","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"498","43","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"499","43","General","Multicolor Options","Yes","False","null"
"500","43","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"501","43","General","Lifespan","~12 years","True","Estimated."
"502","43","General","Manufactured in USA","Ya darn tootin!","False","null"
"503","43","General","Quality","So high","False","null"
"504","43","General","Size","Biggish","False","null"
"505","43","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"506","43","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"507","43","Other","UPC","600662538765","False","null"
"508","44","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"509","44","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"510","44","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"511","44","Key Specs","Invisibility","Yes","False","null"
"512","44","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"513","44","General","Lifespan","~12 years","True","Estimated."
"514","44","General","Quality","So high","False","null"
"515","44","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"516","44","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"517","44","Other","UPC","600662538765","False","null"
"518","45","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"519","45","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"520","45","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"521","45","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"522","45","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"523","45","General","Manufactured in USA","Ya darn tootin!","False","null"
"524","45","General","Size","Biggish","False","null"
"525","45","General","Lifespan","~12 years","True","Estimated."
"526","45","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"527","45","General","Quality","So high","False","null"
"528","45","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"529","45","General","Multicolor Options","Yes","False","null"
"530","45","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"531","45","Other","UPC","600662538765","False","null"
"532","46","Key Specs","Horsepower","180","False","null"
"533","46","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"534","46","Key Specs","Invisibility","Yes","False","null"
"535","46","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"536","46","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"537","46","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"538","46","General","Gold","Made of solid gold.","False","null"
"539","46","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"540","46","Other","UPC","600662538765","False","null"
"541","47","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"542","47","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"543","47","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"544","47","Key Specs","Invisibility","Yes","False","null"
"545","47","General","Multicolor Options","Yes","False","null"
"546","47","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"547","47","General","Lifespan","~12 years","True","Estimated."
"548","47","General","Manufactured in USA","Ya darn tootin!","False","null"
"549","47","General","Size","Biggish","False","null"
"550","47","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"551","47","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"552","47","Other","UPC","600662538765","False","null"
"553","48","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"554","48","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"555","48","Key Specs","Invisibility","Yes","False","null"
"556","48","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"557","48","Key Specs","Horsepower","180","False","null"
"558","48","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"559","48","General","Multicolor Options","Yes","False","null"
"560","48","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"561","48","General","Gold","Made of solid gold.","False","null"
"562","48","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"563","48","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"564","48","Other","UPC","600662538765","False","null"
"565","49","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"566","49","Key Specs","Invisibility","Yes","False","null"
"567","49","Key Specs","Horsepower","180","False","null"
"568","49","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"569","49","General","Size","Biggish","False","null"
"570","49","General","Lifespan","~12 years","True","Estimated."
"571","49","General","Multicolor Options","Yes","False","null"
"572","49","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"573","49","Other","UPC","600662538765","False","null"
"574","50","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"575","50","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"576","50","Key Specs","Invisibility","Yes","False","null"
"577","50","General","Gold","Made of solid gold.","False","null"
"578","50","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"579","50","General","Quality","So high","False","null"
"580","50","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"581","50","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"582","50","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"583","50","Other","UPC","600662538765","False","null"
"584","51","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"585","51","Key Specs","Horsepower","180","False","null"
"586","51","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"587","51","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"588","51","Key Specs","Invisibility","Yes","False","null"
"589","51","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"590","51","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"591","51","General","Quality","So high","False","null"
"592","51","General","Gold","Made of solid gold.","False","null"
"593","51","General","Lifespan","~12 years","True","Estimated."
"594","51","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"595","51","Other","UPC","600662538765","False","null"
"596","52","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"597","52","Key Specs","Horsepower","180","False","null"
"598","52","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"599","52","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"600","52","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"601","52","General","Lifespan","~12 years","True","Estimated."
"602","52","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"603","52","General","Quality","So high","False","null"
"604","52","General","Multicolor Options","Yes","False","null"
"605","52","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"606","52","General","Manufactured in USA","Ya darn tootin!","False","null"
"607","52","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"608","52","Other","UPC","600662538765","False","null"
"609","53","Key Specs","Invisibility","Yes","False","null"
"610","53","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"611","53","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"612","53","Key Specs","Horsepower","180","False","null"
"613","53","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"614","53","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"615","53","General","Lifespan","~12 years","True","Estimated."
"616","53","General","Quality","So high","False","null"
"617","53","General","Size","Biggish","False","null"
"618","53","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"619","53","General","Multicolor Options","Yes","False","null"
"620","53","General","Manufactured in USA","Ya darn tootin!","False","null"
"621","53","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"622","53","Other","UPC","600662538765","False","null"
"623","54","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"624","54","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"625","54","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"626","54","Key Specs","Horsepower","180","False","null"
"627","54","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"628","54","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"629","54","General","Multicolor Options","Yes","False","null"
"630","54","General","Gold","Made of solid gold.","False","null"
"631","54","General","Size","Biggish","False","null"
"632","54","General","Quality","So high","False","null"
"633","54","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"634","54","Other","UPC","600662538765","False","null"
"635","55","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"636","55","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"637","55","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"638","55","General","Manufactured in USA","Ya darn tootin!","False","null"
"639","55","General","Gold","Made of solid gold.","False","null"
"640","55","General","Quality","So high","False","null"
"641","55","General","Multicolor Options","Yes","False","null"
"642","55","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"643","55","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"644","55","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"645","55","Other","UPC","600662538765","False","null"
"646","56","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"647","56","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"648","56","Key Specs","Invisibility","Yes","False","null"
"649","56","Key Specs","Horsepower","180","False","null"
"650","56","General","Quality","So high","False","null"
"651","56","General","Lifespan","~12 years","True","Estimated."
"652","56","General","Manufactured in USA","Ya darn tootin!","False","null"
"653","56","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"654","56","Other","UPC","600662538765","False","null"
"655","57","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"656","57","Key Specs","Invisibility","Yes","False","null"
"657","57","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"658","57","General","Quality","So high","False","null"
"659","57","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"660","57","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"661","57","General","Lifespan","~12 years","True","Estimated."
"662","57","General","Multicolor Options","Yes","False","null"
"663","57","General","Gold","Made of solid gold.","False","null"
"664","57","General","Size","Biggish","False","null"
"665","57","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"666","57","Other","UPC","600662538765","False","null"
"667","58","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"668","58","Key Specs","Horsepower","180","False","null"
"669","58","Key Specs","Invisibility","Yes","False","null"
"670","58","General","Multicolor Options","Yes","False","null"
"671","58","General","Quality","So high","False","null"
"672","58","General","Manufactured in USA","Ya darn tootin!","False","null"
"673","58","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"674","58","Other","UPC","600662538765","False","null"
"675","59","Key Specs","Invisibility","Yes","False","null"
"676","59","Key Specs","Horsepower","180","False","null"
"677","59","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"678","59","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"679","59","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"680","59","General","Lifespan","~12 years","True","Estimated."
"681","59","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"682","59","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"683","59","Other","UPC","600662538765","False","null"
"684","60","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"685","60","Key Specs","Horsepower","180","False","null"
"686","60","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"687","60","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"688","60","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"689","60","General","Multicolor Options","Yes","False","null"
"690","60","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"691","60","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"692","60","Other","UPC","600662538765","False","null"
"693","61","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"694","61","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"695","61","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"696","61","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"697","61","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"698","61","Key Specs","Horsepower","180","False","null"
"699","61","General","Lifespan","~12 years","True","Estimated."
"700","61","General","Manufactured in USA","Ya darn tootin!","False","null"
"701","61","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"702","61","General","Multicolor Options","Yes","False","null"
"703","61","General","Size","Biggish","False","null"
"704","61","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"705","61","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"706","61","Other","UPC","600662538765","False","null"
"707","62","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"708","62","Key Specs","Horsepower","180","False","null"
"709","62","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"710","62","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"711","62","General","Lifespan","~12 years","True","Estimated."
"712","62","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"713","62","General","Size","Biggish","False","null"
"714","62","General","Multicolor Options","Yes","False","null"
"715","62","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"716","62","General","Quality","So high","False","null"
"717","62","General","Manufactured in USA","Ya darn tootin!","False","null"
"718","62","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"719","62","Other","UPC","600662538765","False","null"
"720","63","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"721","63","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"722","63","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"723","63","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"724","63","Key Specs","Horsepower","180","False","null"
"725","63","Key Specs","Invisibility","Yes","False","null"
"726","63","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"727","63","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"728","63","General","Size","Biggish","False","null"
"729","63","General","Quality","So high","False","null"
"730","63","General","Manufactured in USA","Ya darn tootin!","False","null"
"731","63","General","Lifespan","~12 years","True","Estimated."
"732","63","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"733","63","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"734","63","Other","UPC","600662538765","False","null"
"735","64","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"736","64","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"737","64","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"738","64","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"739","64","Key Specs","Horsepower","180","False","null"
"740","64","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"741","64","General","Lifespan","~12 years","True","Estimated."
"742","64","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"743","64","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"744","64","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"745","64","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"746","64","Other","UPC","600662538765","False","null"
"747","65","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"748","65","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"749","65","Key Specs","Horsepower","180","False","null"
"750","65","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"751","65","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"752","65","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"753","65","General","Multicolor Options","Yes","False","null"
"754","65","General","Quality","So high","False","null"
"755","65","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"756","65","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"757","65","Other","UPC","600662538765","False","null"
"758","66","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"759","66","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"760","66","Key Specs","Horsepower","180","False","null"
"761","66","General","Gold","Made of solid gold.","False","null"
"762","66","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"763","66","General","Manufactured in USA","Ya darn tootin!","False","null"
"764","66","General","Size","Biggish","False","null"
"765","66","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"766","66","Other","UPC","600662538765","False","null"
"767","67","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"768","67","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"769","67","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"770","67","General","Gold","Made of solid gold.","False","null"
"771","67","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"772","67","General","Quality","So high","False","null"
"773","67","General","Manufactured in USA","Ya darn tootin!","False","null"
"774","67","General","Multicolor Options","Yes","False","null"
"775","67","General","Size","Biggish","False","null"
"776","67","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"777","67","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"778","67","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"779","67","Other","UPC","600662538765","False","null"
"780","68","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"781","68","Key Specs","Horsepower","180","False","null"
"782","68","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"783","68","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"784","68","Key Specs","Invisibility","Yes","False","null"
"785","68","General","Multicolor Options","Yes","False","null"
"786","68","General","Lifespan","~12 years","True","Estimated."
"787","68","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"788","68","Other","UPC","600662538765","False","null"
"789","69","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"790","69","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"791","69","Key Specs","Invisibility","Yes","False","null"
"792","69","General","Size","Biggish","False","null"
"793","69","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"794","69","General","Lifespan","~12 years","True","Estimated."
"795","69","General","Quality","So high","False","null"
"796","69","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"797","69","General","Manufactured in USA","Ya darn tootin!","False","null"
"798","69","General","Gold","Made of solid gold.","False","null"
"799","69","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"800","69","Other","UPC","600662538765","False","null"
"801","70","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"802","70","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"803","70","Key Specs","Invisibility","Yes","False","null"
